7005 -11.000000
7015 -12.300000
7020 -3.100000
7027 -8.700000
7037 -10.800000
7072 -11.900000
7110 -6.500000
7117 -4.300000
7130 -8.200000
7139 -13.300000
7149 -12.400000
7168 -14.500000
7181 -14.900000
7190 -17.299999
7207 -4.000000
7222 -8.300000
7240 -11.300000
7255 -10.800000
7280 -13.000000
7299 -19.700001
7314 -5.400000
7335 -12.700000
7434 -12.500000
7460 -16.600000
7471 -20.100000
7481 -12.100000
7510 -8.700000
7535 -13.800000
7558 -13.400000
7577 -7.500000
7591 -17.100000
7607 -11.000000
7621 -10.500000
7627 -13.600000
7630 -12.300000
7643 -7.100000
7650 -8.800000
7661 -2.300000
7690 -1.200000
7747 -5.800000
7761 -3.700000
7790 -1.200000
61968 17.200001
61970 19.600000
61972 16.000000
61976 5.900000
61980 14.700000
61996 3.700000
61997 -4.800000
61998 -7.800000
67005 18.400000
71805 -13.500000
78890 21.000000
78894 21.200001
78897 16.100000
78922 5.400000
78925 17.400000
81401 19.100000
81405 18.900000
81408 -25.900000
81415 0.000000
89642 -34.400002
