7005 11.190992
7015 11.453412
7020 12.353704
7027 11.470703
7037 11.075672
7072 11.466602
7110 11.767763
7117 12.230479
7130 12.270642
7139 11.405867
7149 12.364100
7168 11.697801
7181 10.877997
7190 11.757915
7207 13.299812
7222 12.860872
7240 12.551320
7255 12.484730
7280 11.736861
7299 11.346466
7314 13.840041
7335 12.517173
7434 11.924911
7460 12.429605
7471 9.329553
7481 13.093643
7510 14.197437
7535 13.009782
7558 11.282424
7577 14.510836
7591 11.049633
7607 13.770756
7621 12.835279
7627 12.531526
7630 14.438848
7643 15.787232
7650 16.111279
7661 15.979720
7690 16.629135
7747 16.365246
7761 16.249989
7790 16.468130
61968 26.941885
61970 27.162645
61972 25.406263
61976 26.724455
61980 24.475801
61996 14.420572
61997 5.333914
61998 5.089303
67005 27.072973
71805 6.322046
78890 27.323092
78894 27.475405
78897 26.313953
78922 27.456078
78925 26.937267
81401 26.214430
81405 26.444962
81408 26.169823
81415 26.386347
89642 -11.100311
