7005 41.200001
7015 41.400002
7020 32.099998
7027 39.500000
7037 40.900002
7072 40.900002
7110 38.799999
7117 35.200001
7130 40.200001
7139 39.299999
7149 41.400002
7168 41.299999
7181 39.400002
7190 38.799999
7207 34.400002
7222 41.799999
7240 40.500000
7255 40.799999
7280 38.900002
7299 38.400002
7314 36.299999
7335 39.700001
7434 38.000000
7460 40.599998
7471 37.200001
7481 38.900002
7510 40.400002
7535 39.900002
7558 36.400002
7577 39.599998
7591 38.099998
7607 40.599998
7621 38.599998
7627 37.900002
7630 39.700001
7643 42.000000
7650 39.099998
7661 35.700001
7690 36.500000
7747 41.900002
7761 38.599998
7790 35.200001
61968 60.000000
61970 33.200001
61972 35.299999
61976 67.699997
61980 33.599998
61996 25.100000
61997 21.309999
61998 21.200001
67005 33.400002
71805 28.000000
78890 33.799999
78894 34.400002
78897 33.000000
78922 67.699997
78925 35.099998
81401 37.500000
81405 35.099998
81408 59.700001
81415 51.599998
89642 7.300000
